image_id,image_filename,metadata_id,role,opera,original_face_type,sequence_candidate_metadata_id,candidate_role,candidate_opera,candidate_original_face_type,match_method,match_confidence,match_status,evidence,image_width,image_height,metadata_width,metadata_height,dimension_match,image_aspect_ratio,metadata_aspect_ratio,aspect_ratio_delta,aspect_ratio_match,image_sha256
041,opera-04-041-s.jpg,unknown,,,,041,秦英,乾坤带,花三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=88x110; XLS field=408x512; aspect_ratio_delta=0.0031250000000000444; network-expanded same hash=yes.",88,110,408,512,no,0.8,0.796875,0.0031250000000000444,yes_within_0.01,a94ba7f9f5ca05e184a57837a14445ec511725f8384d475ae560d178e77fbf7a
042,opera-04-042-s.jpg,unknown,,,,042,窦一虎,棋盘山,碎脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=412x512; aspect_ratio_delta=0.0044034099999999965; network-expanded same hash=yes.",89,110,412,512,no,0.80909091,0.8046875,0.0044034099999999965,yes_within_0.01,aa886fb42de15b1bb0e63276f0818c3bd041a21e099a91e7a81bb746e3e1357c
043,opera-04-043-s.jpg,unknown,,,,043,薛刚,闹花灯,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=91x110; XLS field=425x512; aspect_ratio_delta=0.0028053949999999883; network-expanded same hash=yes.",91,110,425,512,no,0.82727273,0.830078125,0.0028053949999999883,yes_within_0.01,3a549bee7bdc5be4abaefc93ea9a5098e68959f0537cc1c0e1741887ed1fda32
044,opera-04-044-s.jpg,unknown,,,,044,苏宝同,界牌关,碎脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=88x110; XLS field=411x512; aspect_ratio_delta=0.0027343749999999556; network-expanded same hash=yes.",88,110,411,512,no,0.8,0.802734375,0.0027343749999999556,yes_within_0.01,801ea145dd5c2b3edd714ddf121c009f643a181f6ce5ca6ba7fe77086220054f
045,opera-04-045-s.jpg,unknown,,,,045,薛葵,徐策跑城,碎脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=88x110; XLS field=411x512; aspect_ratio_delta=0.0027343749999999556; network-expanded same hash=yes.",88,110,411,512,no,0.8,0.802734375,0.0027343749999999556,yes_within_0.01,a648cae64564d1aac7df83f5461429a55f0fdbead48e13fe316bd3ecc7c9dda8
046,opera-04-046-s.jpg,unknown,,,,046,安殿宝,独木关,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=88x110; XLS field=411x512; aspect_ratio_delta=0.0027343749999999556; network-expanded same hash=yes.",88,110,411,512,no,0.8,0.802734375,0.0027343749999999556,yes_within_0.01,f14d8bd035707f484201d656c444143bdfda97f0d5d19a450154f72151d9bcea
047,opera-04-047-s.jpg,unknown,,,,047,巴兰,百花公主,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=91x110; XLS field=425x512; aspect_ratio_delta=0.0028053949999999883; network-expanded same hash=yes.",91,110,425,512,no,0.82727273,0.830078125,0.0028053949999999883,yes_within_0.01,875fd2d65fe87ff3b900da7f0acadec58fad45c8eda2a6e02010219f88f3e360
048,opera-04-048-s.jpg,unknown,,,,048,贺天龙,雁荡山,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=93x110; XLS field=413x491; aspect_ratio_delta=0.004314020468431767; network-expanded same hash=yes.",93,110,413,491,no,0.84545455,0.8411405295315683,0.004314020468431767,yes_within_0.01,727ecdad46b97730576ec7ea4eb59bc7b2a30700378a3a60b6c1b0d669aca550
049,opera-05-049-s.jpg,unknown,,,,049,郭子仪,满床笏,六分脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=88x110; XLS field=411x512; aspect_ratio_delta=0.0027343749999999556; network-expanded same hash=yes.",88,110,411,512,no,0.8,0.802734375,0.0027343749999999556,yes_within_0.01,ab429e4c62d04928de0dc3ecaa06b4a70e25cda6ccf12fa3fbf968b6b6842b3c
050,opera-05-050-s.jpg,unknown,,,,050,王彦章,双观星,象形脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=87x110; XLS field=405x512; aspect_ratio_delta=0.0001065350000000187; network-expanded same hash=yes.",87,110,405,512,no,0.79090909,0.791015625,0.0001065350000000187,yes_within_0.01,88be0763dff56184d2136f0e05945f84f25fd01e625427385524da68ff529c37
051,opera-05-051-s.jpg,unknown,,,,051,周德威,珠帘寨,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=417x512; aspect_ratio_delta=0.0037286949999999486; network-expanded same hash=yes.",90,110,417,512,no,0.81818182,0.814453125,0.0037286949999999486,yes_within_0.01,2cdbba042cbd356c2e2d6b2a653b9b35f0bfe42ba8ab8ec2510601e6bd9bd5cc
052,opera-05-052-s.jpg,unknown,,,,052,余洪,竹林计,碎脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=87x110; XLS field=403x512; aspect_ratio_delta=0.0037997149999999813; network-expanded same hash=yes.",87,110,403,512,no,0.79090909,0.787109375,0.0037997149999999813,yes_within_0.01,c60a1e0aa76766b617f69523b4fcec85c3508d114d2f7402c6131ef4c65f6fb9
053,opera-05-053-s.jpg,unknown,,,,053,郑恩,打龙棚,歪脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=421x512; aspect_ratio_delta=0.004083805000000051; network-expanded same hash=yes.",90,110,421,512,no,0.81818182,0.822265625,0.004083805000000051,yes_within_0.01,b338781fc14e1b5d8b0f894210d55547154333d4a991d9adef4f8569ad968bb4
054,opera-05-054-s.jpg,unknown,,,,054,赵匡胤,斩黄袍,整脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=414x512; aspect_ratio_delta=0.0004971599999999965; network-expanded same hash=yes.",89,110,414,512,no,0.80909091,0.80859375,0.0004971599999999965,yes_within_0.01,ed1a8d9b18265b2cd3b5b0ad4e4cb88f2ba47a95f74d99feaa58557243fdf371
055,opera-05-055-s.jpg,unknown,,,,055,呼延赞,龙虎斗,碎脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=88x110; XLS field=408x512; aspect_ratio_delta=0.0031250000000000444; network-expanded same hash=yes.",88,110,408,512,no,0.8,0.796875,0.0031250000000000444,yes_within_0.01,e9231f2e366c4d895d21db54ed5b7f0a72216eddeadd864582225ebcb6560811
056,opera-05-056-s.jpg,unknown,,,,056,崔子健,佘赛花,十字门脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=414x512; aspect_ratio_delta=0.0004971599999999965; network-expanded same hash=yes.",89,110,414,512,no,0.80909091,0.80859375,0.0004971599999999965,yes_within_0.01,808e4b3ef52cb3a85e4bb747833b06228cd499257ba5b6b64fd6c2d41ddf9e99
057,opera-05-057-s.jpg,unknown,,,,057,钟离春,湘江会,碎脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=412x502; aspect_ratio_delta=0.0025353114741036853; network-expanded same hash=yes.",90,110,412,502,no,0.81818182,0.8207171314741036,0.0025353114741036853,yes_within_0.01,901db0a9016c29c41ab847a89591c4aa134592746285ab5b755f75614781126a
